STATE,zipcode,A18425
CA,93033,3403.0
CA,93033,2001.0
CA,93035,70.0
CA,93035,326.0
CA,93035,888.0
CA,93035,1605.0
CA,93035,7837.0
CA,93035,15219.0
CA,93036,25.0
CA,93036,251.0
CA,93036,1118.0
CA,93036,2130.0
CA,93036,8953.0
CA,93036,7520.0
CA,93041,0.0
CA,93041,162.0
CA,93041,553.0
CA,93041,966.0
CA,93041,2750.0
CA,93041,1398.0
CA,93060,31.0
CA,93060,219.0
CA,93060,474.0
CA,93060,857.0
CA,93060,3490.0
CA,93060,6406.0
CA,93063,132.0
CA,93063,586.0
CA,93063,1836.0
CA,93063,4031.0
CA,93063,23547.0
CA,93063,27503.0
CA,93065,144.0
CA,93065,664.0
CA,93065,2319.0
CA,93065,4880.0
CA,93065,28804.0
CA,93065,54440.0
CA,93066,0.0
CA,93066,0.0
CA,93066,216.0
CA,93066,138.0
CA,93066,797.0
CA,93066,7738.0
CA,93101,141.0
CA,93101,218.0
CA,93101,1200.0
CA,93101,896.0
CA,93101,4354.0
CA,93101,39502.0
CA,93103,0.0
CA,93103,176.0
CA,93103,385.0
CA,93103,694.0
CA,93103,4196.0
CA,93103,17841.0
CA,93105,222.0
CA,93105,328.0
CA,93105,649.0
CA,93105,1452.0
CA,93105,8356.0
CA,93105,56418.0
CA,93108,85.0
CA,93108,155.0
CA,93108,422.0
CA,93108,433.0
CA,93108,3771.0
CA,93108,107622.0
CA,93109,0.0
CA,93109,214.0
CA,93109,173.0
CA,93109,510.0
CA,93109,3283.0
CA,93109,37968.0
CA,93110,0.0
CA,93110,204.0
CA,93110,404.0
CA,93110,723.0
CA,93110,4220.0
CA,93110,42979.0
CA,93111,0.0
CA,93111,179.0
CA,93111,528.0
CA,93111,900.0
CA,93111,6431.0
CA,93111,34075.0
CA,93117,23.0
CA,93117,236.0
CA,93117,828.0
CA,93117,1436.0
CA,93117,9957.0
CA,93117,28263.0
CA,93202,0.0
CA,93202,62.0
CA,93202,0.0
CA,93202,0.0
CA,93202,0.0
CA,93202,0.0
CA,93203,0.0
CA,93203,0.0
CA,93203,65.0
CA,93203,229.0
CA,93203,0.0
CA,93203,0.0
CA,93204,0.0
CA,93204,0.0
CA,93204,0.0
CA,93204,217.0
CA,93204,0.0
CA,93204,0.0
CA,93205,0.0
CA,93205,0.0
CA,93205,0.0
CA,93205,0.0
CA,93205,0.0
CA,93205,0.0
CA,93206,0.0
CA,93206,0.0
CA,93206,368.0
CA,93206,0.0
CA,93206,0.0
CA,93206,0.0
CA,93210,0.0
CA,93210,35.0
CA,93210,196.0
CA,93210,194.0
CA,93210,922.0
CA,93210,1533.0
CA,93212,0.0
CA,93212,70.0
CA,93212,107.0
CA,93212,158.0
CA,93212,347.0
CA,93212,641.0
CA,93215,0.0
CA,93215,92.0
CA,93215,294.0
CA,93215,352.0
CA,93215,1261.0
CA,93215,1717.0
CA,93219,0.0
CA,93219,0.0
CA,93219,0.0
CA,93219,0.0
CA,93219,0.0
CA,93219,0.0
CA,93221,0.0
CA,93221,128.0
CA,93221,233.0
CA,93221,338.0
CA,93221,1727.0
CA,93221,5096.0
CA,93223,0.0
CA,93223,0.0
CA,93223,118.0
CA,93223,0.0
CA,93223,203.0
CA,93223,0.0
CA,93224,0.0
CA,93224,0.0
CA,93224,0.0
CA,93224,0.0
CA,93224,0.0
CA,93224,0.0
CA,93225,46.0
CA,93225,0.0
CA,93225,154.0
CA,93225,191.0
CA,93225,690.0
CA,93225,482.0
CA,93230,47.0
CA,93230,229.0
CA,93230,1250.0
CA,93230,1674.0
CA,93230,5725.0
CA,93230,9478.0
CA,93235,0.0
CA,93235,0.0
CA,93235,0.0
CA,93235,0.0
CA,93235,0.0
CA,93235,0.0
CA,93238,0.0
CA,93238,0.0
CA,93238,89.0
CA,93238,0.0
CA,93238,332.0
CA,93238,0.0
CA,93239,0.0
CA,93239,0.0
CA,93239,0.0
CA,93239,0.0
CA,93239,0.0
CA,93239,0.0
CA,93240,0.0
CA,93240,0.0
CA,93240,88.0
CA,93240,95.0
CA,93240,486.0
CA,93240,0.0
CA,93241,0.0
CA,93241,52.0
CA,93241,0.0
CA,93241,261.0
CA,93241,0.0
CA,93241,0.0
CA,93242,0.0
CA,93242,71.0
CA,93242,0.0
CA,93242,0.0
CA,93242,435.0
CA,93242,0.0
CA,93244,0.0
CA,93244,0.0
CA,93244,0.0
CA,93244,0.0
CA,93244,0.0
CA,93244,0.0
CA,93245,0.0
CA,93245,148.0
CA,93245,536.0
CA,93245,768.0
CA,93245,2775.0
CA,93245,2234.0
CA,93247,0.0
CA,93247,30.0
CA,93247,140.0
CA,93247,145.0
CA,93247,426.0
CA,93247,867.0
CA,93249,0.0
CA,93249,0.0
CA,93249,0.0
CA,93249,0.0
CA,93249,0.0
CA,93249,0.0
CA,93250,0.0
CA,93250,74.0
CA,93250,0.0
CA,93250,127.0
CA,93250,223.0
CA,93250,0.0
CA,93252,0.0
CA,93252,0.0
CA,93252,0.0
CA,93252,0.0
CA,93252,0.0
CA,93252,0.0
CA,93254,0.0
CA,93254,0.0
CA,93254,0.0
CA,93254,0.0
CA,93254,0.0
CA,93254,0.0
CA,93255,0.0
CA,93255,0.0
CA,93255,0.0
CA,93255,0.0
CA,93255,0.0
CA,93255,0.0
CA,93256,0.0
CA,93256,0.0
CA,93256,158.0
CA,93256,0.0
CA,93256,0.0
CA,93256,0.0
CA,93257,27.0
CA,93257,237.0
CA,93257,647.0
CA,93257,1093.0
CA,93257,3164.0
CA,93257,4560.0
CA,93263,0.0
CA,93263,77.0
CA,93263,277.0
CA,93263,403.0
CA,93263,1201.0
CA,93263,2095.0
CA,93265,0.0
CA,93265,0.0
CA,93265,112.0
CA,93265,174.0
CA,93265,742.0
CA,93265,1481.0
CA,93266,0.0
CA,93266,0.0
CA,93266,0.0
CA,93266,0.0
CA,93266,0.0
CA,93266,0.0
CA,93267,0.0
CA,93267,0.0
CA,93267,102.0
CA,93267,0.0
CA,93267,586.0
CA,93267,0.0
CA,93268,0.0
CA,93268,0.0
CA,93268,133.0
CA,93268,244.0
CA,93268,981.0
CA,93268,1050.0
CA,93270,0.0
CA,93270,0.0
CA,93270,0.0
CA,93270,127.0
CA,93270,324.0
CA,93270,0.0
CA,93271,0.0
CA,93271,0.0
CA,93271,78.0
CA,93271,95.0
CA,93271,385.0
CA,93271,753.0
CA,93272,0.0
CA,93272,416.0
CA,93272,0.0
CA,93272,0.0
CA,93272,0.0
CA,93272,0.0
CA,93274,43.0
CA,93274,279.0
CA,93274,1383.0
CA,93274,1523.0
CA,93274,4885.0
CA,93274,14707.0
CA,93277,53.0
CA,93277,294.0
CA,93277,804.0
CA,93277,1617.0
CA,93277,5551.0
CA,93277,8790.0
CA,93280,0.0
CA,93280,50.0
CA,93280,150.0
CA,93280,156.0
CA,93280,964.0
CA,93280,0.0
CA,93283,0.0
CA,93283,0.0
CA,93283,0.0
CA,93283,0.0
CA,93283,0.0
CA,93283,0.0
CA,93285,0.0
CA,93285,0.0
CA,93285,64.0
CA,93285,0.0
CA,93285,223.0
CA,93285,0.0
CA,93286,0.0
CA,93286,0.0
CA,93286,93.0
CA,93286,129.0
CA,93286,315.0
CA,93286,526.0
CA,93291,89.0
CA,93291,210.0
CA,93291,1114.0
CA,93291,2064.0
CA,93291,8817.0
CA,93291,25645.0
CA,93292,42.0
CA,93292,212.0
CA,93292,695.0
CA,93292,1440.0
CA,93292,4445.0
CA,93292,6876.0
CA,93301,0.0
CA,93301,0.0
CA,93301,188.0
CA,93301,287.0
CA,93301,1023.0
CA,93301,4457.0
CA,93304,0.0
CA,93304,124.0
CA,93304,387.0
CA,93304,489.0
CA,93304,873.0
CA,93304,434.0
CA,93305,0.0
CA,93305,79.0
CA,93305,225.0
CA,93305,290.0
CA,93305,987.0
CA,93305,1545.0
CA,93306,67.0
CA,93306,280.0
CA,93306,1078.0
CA,93306,2023.0
CA,93306,6855.0
CA,93306,10840.0
CA,93307,0.0
CA,93307,218.0
CA,93307,550.0
CA,93307,650.0
CA,93307,1252.0
CA,93307,1362.0
CA,93308,24.0
CA,93308,240.0
CA,93308,837.0
CA,93308,1606.0
CA,93308,5026.0
CA,93308,7689.0
CA,93309,45.0
CA,93309,251.0
CA,93309,919.0
CA,93309,1515.0
CA,93309,4854.0
CA,93309,18654.0
CA,93311,123.0
CA,93311,375.0
CA,93311,1347.0
CA,93311,2778.0
CA,93311,12404.0
CA,93311,46741.0
CA,93312,75.0
CA,93312,446.0
CA,93312,1574.0
CA,93312,3455.0
CA,93312,17709.0
CA,93312,22594.0
CA,93313,36.0
CA,93313,284.0
CA,93313,1433.0
CA,93313,2091.0
CA,93313,5450.0
CA,93313,4186.0
CA,93314,143.0
CA,93314,257.0
CA,93314,747.0
CA,93314,1937.0
CA,93314,13735.0
CA,93314,31359.0
CA,93401,111.0
CA,93401,177.0
CA,93401,860.0
CA,93401,1257.0
CA,93401,8446.0
CA,93401,37956.0
CA,93402,0.0
CA,93402,135.0
CA,93402,421.0
CA,93402,751.0
CA,93402,3102.0
CA,93402,7050.0
CA,93405,0.0
CA,93405,95.0
CA,93405,268.0
CA,93405,587.0
CA,93405,3536.0
CA,93405,13754.0
CA,93420,117.0
CA,93420,245.0
CA,93420,680.0
CA,93420,1369.0
CA,93420,8799.0
CA,93420,25260.0
CA,93422,71.0
CA,93422,239.0
CA,93422,900.0
CA,93422,1729.0
CA,93422,8255.0
CA,93422,11039.0
CA,93426,0.0
CA,93426,68.0
CA,93426,0.0
CA,93426,0.0
CA,93426,598.0
CA,93426,0.0
CA,93427,0.0
CA,93427,60.0
CA,93427,182.0
CA,93427,295.0
CA,93427,2034.0
CA,93427,3224.0
CA,93428,0.0
CA,93428,85.0
CA,93428,137.0
CA,93428,291.0
CA,93428,1544.0
CA,93428,5617.0
CA,93430,0.0
CA,93430,0.0
CA,93430,112.0
CA,93430,113.0
CA,93430,565.0
CA,93430,2903.0
CA,93432,0.0
CA,93432,0.0
CA,93432,101.0
CA,93432,0.0
CA,93432,468.0
CA,93432,811.0
CA,93433,35.0
CA,93433,124.0
CA,93433,366.0
CA,93433,593.0
CA,93433,2229.0
CA,93433,2353.0
CA,93434,27.0
CA,93434,0.0
CA,93434,80.0
CA,93434,162.0
CA,93434,691.0
CA,93434,0.0
CA,93436,56.0
CA,93436,316.0
CA,93436,1073.0
CA,93436,1846.0
CA,93436,6283.0
CA,93436,6337.0
CA,93437,0.0
CA,93437,0.0
CA,93437,0.0
CA,93437,0.0
CA,93437,0.0
CA,93437,0.0
CA,93442,0.0
CA,93442,209.0
CA,93442,309.0
CA,93442,548.0
CA,93442,2250.0
CA,93442,4089.0
CA,93444,31.0
CA,93444,111.0
CA,93444,575.0
CA,93444,1043.0
CA,93444,6324.0
CA,93444,10781.0
CA,93445,0.0
CA,93445,68.0
CA,93445,94.0
CA,93445,180.0
CA,93445,550.0
CA,93445,385.0
CA,93446,139.0
CA,93446,380.0
CA,93446,1175.0
CA,93446,1979.0
CA,93446,10634.0
CA,93446,16517.0
CA,93449,0.0
CA,93449,131.0
CA,93449,214.0
CA,93449,537.0
CA,93449,2967.0
CA,93449,10412.0
CA,93450,0.0
CA,93450,0.0
CA,93450,0.0
CA,93450,0.0
CA,93450,0.0
CA,93450,0.0
CA,93451,0.0
CA,93451,0.0
CA,93451,151.0
CA,93451,186.0
CA,93451,628.0
CA,93451,534.0
CA,93452,0.0
CA,93452,0.0
CA,93452,0.0
CA,93452,0.0
CA,93452,0.0
CA,93452,0.0
CA,93453,0.0
CA,93453,0.0
CA,93453,94.0
CA,93453,97.0
CA,93453,585.0
CA,93453,1080.0
CA,93454,37.0
CA,93454,288.0
CA,93454,789.0
CA,93454,1229.0
CA,93454,3859.0
CA,93454,3665.0
CA,93455,40.0
CA,93455,377.0
CA,93455,1245.0
CA,93455,2665.0
CA,93455,12025.0
CA,93455,16507.0
CA,93458,20.0
CA,93458,226.0
CA,93458,718.0
CA,93458,911.0
CA,93458,2356.0
CA,93458,898.0
CA,93460,60.0
CA,93460,0.0
CA,93460,179.0
CA,93460,317.0
CA,93460,1901.0
CA,93460,12491.0
CA,93461,0.0
CA,93461,111.0
CA,93461,0.0
CA,93461,0.0
CA,93461,0.0
CA,93461,0.0
CA,93463,0.0
CA,93463,100.0
CA,93463,207.0
CA,93463,472.0
CA,93463,2632.0
CA,93463,12410.0
CA,93465,0.0
CA,93465,130.0
CA,93465,322.0
CA,93465,505.0
CA,93465,3898.0
CA,93465,10246.0
CA,93501,0.0
CA,93501,0.0
CA,93501,126.0
CA,93501,0.0
CA,93501,225.0
CA,93501,0.0
CA,93505,0.0
CA,93505,0.0
CA,93505,190.0
CA,93505,262.0
CA,93505,852.0
CA,93505,0.0
CA,93510,0.0
CA,93510,55.0
CA,93510,305.0
CA,93510,688.0
CA,93510,3540.0
CA,93510,5294.0
CA,93513,0.0
CA,93513,0.0
CA,93513,0.0
CA,93513,0.0
CA,93513,390.0
CA,93513,0.0
CA,93514,0.0
CA,93514,72.0
CA,93514,183.0
CA,93514,435.0
CA,93514,1981.0
CA,93514,2408.0
CA,93516,0.0
CA,93516,0.0
CA,93516,0.0
CA,93516,0.0
CA,93516,0.0
CA,93516,0.0
CA,93517,0.0
CA,93517,0.0
CA,93517,131.0
CA,93517,0.0
CA,93517,0.0
CA,93517,0.0
CA,93518,0.0
CA,93518,0.0
CA,93518,164.0
CA,93518,0.0
CA,93518,0.0
CA,93518,0.0
CA,93523,0.0
CA,93523,0.0
CA,93523,0.0
CA,93523,0.0
CA,93523,271.0
CA,93523,0.0
CA,93526,0.0
CA,93526,0.0
CA,93526,0.0
CA,93526,0.0
CA,93526,0.0
CA,93526,0.0
CA,93527,0.0
CA,93527,0.0
CA,93527,0.0
CA,93527,121.0
CA,93527,479.0
CA,93527,0.0
CA,93531,0.0
CA,93531,0.0
CA,93531,0.0
CA,93531,0.0
CA,93531,279.0
CA,93531,880.0
CA,93532,0.0
CA,93532,0.0
CA,93532,117.0
CA,93532,209.0
CA,93532,880.0
CA,93532,0.0
CA,93534,23.0
CA,93534,267.0
CA,93534,775.0
CA,93534,1105.0
CA,93534,2359.0
CA,93534,2581.0
CA,93535,67.0
CA,93535,660.0
CA,93535,1585.0
CA,93535,2136.0
CA,93535,3928.0
CA,93535,1382.0
CA,93536,52.0
CA,93536,631.0
CA,93536,2107.0
CA,93536,4498.0
CA,93536,17637.0
CA,93536,14345.0
CA,93543,0.0
CA,93543,96.0
CA,93543,261.0
CA,93543,322.0
CA,93543,797.0
CA,93543,379.0
CA,93544,0.0
CA,93544,0.0
CA,93544,0.0
CA,93544,0.0
CA,93544,236.0
CA,93544,0.0
CA,93545,0.0
CA,93545,73.0
CA,93545,0.0
CA,93545,0.0
CA,93545,510.0
CA,93545,0.0
CA,93546,0.0
CA,93546,118.0
CA,93546,221.0
CA,93546,373.0
CA,93546,1575.0
CA,93546,4697.0
CA,93550,48.0
CA,93550,517.0
CA,93550,1489.0
CA,93550,1873.0
CA,93550,3641.0
CA,93550,997.0
CA,93551,84.0
CA,93551,459.0
CA,93551,1795.0
CA,93551,3915.0
CA,93551,17159.0
CA,93551,20320.0
CA,93552,27.0
CA,93552,395.0
CA,93552,1215.0
CA,93552,1583.0
CA,93552,3105.0
CA,93552,596.0
CA,93553,0.0
CA,93553,0.0
CA,93553,104.0
CA,93553,0.0
CA,93553,308.0
CA,93553,0.0
CA,93555,0.0
CA,93555,145.0
CA,93555,665.0
CA,93555,1469.0
CA,93555,4978.0
CA,93555,3385.0
CA,93560,0.0
CA,93560,218.0
CA,93560,524.0
CA,93560,866.0
CA,93560,2533.0
CA,93560,1090.0
CA,93561,24.0
CA,93561,112.0
CA,93561,565.0
CA,93561,1440.0
CA,93561,5766.0
CA,93561,5874.0
CA,93562,0.0
CA,93562,0.0
CA,93562,0.0
CA,93562,0.0
CA,93562,0.0
CA,93562,0.0
CA,93591,0.0
CA,93591,0.0
CA,93591,98.0
CA,93591,159.0
CA,93591,199.0
CA,93591,0.0
CA,93601,0.0
CA,93601,71.0
CA,93601,0.0
CA,93601,0.0
CA,93601,739.0
CA,93601,0.0
CA,93602,0.0
CA,93602,0.0
CA,93602,169.0
CA,93602,0.0
CA,93602,446.0
CA,93602,692.0
CA,93604,0.0
CA,93604,0.0
CA,93604,0.0
CA,93604,0.0
CA,93604,489.0
CA,93604,0.0
CA,93608,0.0
CA,93608,0.0
CA,93608,0.0
CA,93608,0.0
CA,93608,0.0
CA,93609,0.0
CA,93609,0.0
CA,93609,162.0
CA,93609,0.0
CA,93609,1413.0
CA,93609,0.0
CA,93610,0.0
CA,93610,101.0
CA,93610,167.0
CA,93610,281.0
CA,93610,1299.0
CA,93610,3352.0
CA,93611,109.0
CA,93611,225.0
CA,93611,959.0
CA,93611,2249.0
CA,93611,11227.0
CA,93611,18316.0
CA,93612,0.0
CA,93612,152.0
CA,93612,411.0
CA,93612,620.0
CA,93612,2512.0
CA,93612,1806.0
CA,93614,0.0
CA,93614,69.0
CA,93614,245.0
CA,93614,411.0
CA,93614,1773.0
CA,93614,2938.0
CA,93615,0.0
CA,93615,0.0
CA,93615,0.0
CA,93615,0.0
CA,93615,0.0
CA,93615,0.0
CA,93616,0.0
CA,93616,0.0
CA,93616,0.0
CA,93616,307.0
CA,93616,0.0
CA,93616,0.0
CA,93618,0.0
CA,93618,65.0
CA,93618,213.0
CA,93618,317.0
CA,93618,1025.0
CA,93618,1408.0
CA,93619,96.0
CA,93619,403.0
CA,93619,1361.0
CA,93619,3096.0
CA,93619,18373.0
CA,93619,54399.0
CA,93620,0.0
CA,93620,0.0
CA,93620,113.0
CA,93620,164.0
CA,93620,498.0
CA,93620,350.0
CA,93621,0.0
CA,93621,0.0
CA,93621,0.0
CA,93621,0.0
CA,93621,0.0
CA,93621,0.0
CA,93622,0.0
CA,93622,0.0
CA,93622,144.0
CA,93622,0.0
CA,93622,177.0
CA,93622,1216.0
CA,93625,0.0
CA,93625,0.0
CA,93625,213.0
CA,93625,211.0
CA,93625,973.0
CA,93625,1131.0
CA,93626,0.0
CA,93626,56.0
CA,93626,0.0
CA,93626,123.0
CA,93626,789.0
CA,93626,4943.0
CA,93628,0.0
CA,93628,0.0
CA,93628,0.0
CA,93628,0.0
CA,93628,0.0
CA,93628,0.0
CA,93630,0.0
CA,93630,67.0
CA,93630,169.0
CA,93630,288.0
CA,93630,828.0
CA,93630,1030.0
CA,93631,0.0
CA,93631,138.0
CA,93631,342.0
CA,93631,659.0
CA,93631,2362.0
CA,93631,6702.0
CA,93635,34.0
CA,93635,323.0
CA,93635,783.0
CA,93635,1297.0
CA,93635,3541.0
CA,93635,2848.0
CA,93636,0.0
CA,93636,106.0
CA,93636,311.0
CA,93636,842.0
CA,93636,3480.0
CA,93636,5883.0
CA,93637,38.0
CA,93637,137.0
CA,93637,574.0
CA,93637,834.0
CA,93637,2703.0
CA,93637,5246.0
CA,93638,0.0
CA,93638,151.0
CA,93638,316.0
CA,93638,494.0
CA,93638,1350.0
CA,93638,766.0
CA,93640,0.0
CA,93640,125.0
CA,93640,0.0
CA,93640,0.0
CA,93640,0.0
CA,93640,0.0
CA,93641,0.0
CA,93641,0.0
CA,93641,0.0
CA,93641,0.0
CA,93641,0.0
CA,93641,0.0
CA,93643,0.0
CA,93643,56.0
CA,93643,0.0
CA,93643,112.0
CA,93643,897.0
CA,93643,0.0
CA,93644,0.0
CA,93644,68.0
CA,93644,108.0
CA,93644,162.0
CA,93644,958.0
CA,93644,2571.0
CA,93645,0.0
CA,93645,0.0
CA,93645,0.0
CA,93645,0.0
CA,93645,418.0
CA,93645,0.0
CA,93646,0.0
CA,93646,51.0
CA,93646,0.0
CA,93646,0.0
CA,93646,374.0
CA,93646,0.0
CA,93647,0.0
CA,93647,0.0
CA,93647,82.0
CA,93647,0.0
CA,93647,259.0
CA,93647,0.0
CA,93648,0.0
CA,93648,19.0
CA,93648,85.0
CA,93648,0.0
CA,93648,443.0
CA,93648,0.0
CA,93650,0.0
CA,93650,59.0
CA,93650,0.0
CA,93650,0.0
CA,93650,165.0
CA,93650,2573.0
CA,93651,0.0
CA,93651,0.0
CA,93651,108.0
CA,93651,0.0
CA,93651,530.0
CA,93651,491.0
CA,93652,0.0
CA,93652,0.0
CA,93652,0.0
CA,93652,0.0
CA,93652,0.0
CA,93652,0.0
CA,93653,0.0
CA,93653,0.0
CA,93653,0.0
CA,93653,0.0
CA,93653,381.0
CA,93653,0.0
CA,93654,0.0
CA,93654,116.0
CA,93654,269.0
CA,93654,492.0
CA,93654,1796.0
CA,93654,3111.0
CA,93656,0.0
CA,93656,0.0
CA,93656,131.0
CA,93656,0.0
CA,93656,985.0
CA,93656,0.0
CA,93657,0.0
CA,93657,251.0
CA,93657,594.0
CA,93657,910.0
CA,93657,3303.0
CA,93657,7567.0
CA,93660,0.0
CA,93660,0.0
CA,93660,0.0
CA,93660,0.0
CA,93660,0.0
CA,93660,0.0
CA,93662,0.0
CA,93662,141.0
CA,93662,407.0
CA,93662,429.0
CA,93662,1071.0
CA,93662,1203.0
CA,93664,0.0
CA,93664,0.0
CA,93664,0.0
CA,93664,0.0
CA,93664,811.0
CA,93664,0.0
CA,93667,0.0
CA,93667,0.0
CA,93667,0.0
CA,93667,120.0
CA,93667,855.0
CA,93667,0.0
CA,93668,0.0
CA,93668,0.0
CA,93668,0.0
CA,93668,0.0
CA,93668,0.0
CA,93668,0.0
CA,93669,0.0
CA,93669,0.0
CA,93669,0.0
CA,93669,0.0
CA,93669,0.0
CA,93669,0.0
CA,93675,0.0
CA,93675,0.0
CA,93675,134.0
CA,93675,0.0
CA,93675,482.0
CA,93675,0.0
CA,93701,12.0
CA,93701,0.0
CA,93701,130.0
CA,93701,0.0
CA,93701,0.0
CA,93701,0.0
CA,93702,0.0
CA,93702,67.0
CA,93702,113.0
CA,93702,98.0
CA,93702,483.0
CA,93702,0.0
CA,93703,0.0
CA,93703,74.0
CA,93703,273.0
CA,93703,185.0
CA,93703,295.0
CA,93703,0.0
CA,93704,69.0
CA,93704,201.0
CA,93704,550.0
CA,93704,1117.0
CA,93704,3707.0
CA,93704,10522.0
CA,93705,0.0
CA,93705,95.0
CA,93705,387.0
CA,93705,682.0
CA,93705,906.0
CA,93705,545.0
CA,93706,0.0
CA,93706,87.0
CA,93706,201.0
CA,93706,358.0
CA,93706,778.0
CA,93706,2367.0
CA,93710,0.0
CA,93710,128.0
CA,93710,568.0
CA,93710,868.0
CA,93710,2271.0
CA,93710,1481.0
CA,93711,90.0
CA,93711,300.0
CA,93711,950.0
CA,93711,1760.0
CA,93711,9863.0
CA,93711,62268.0
CA,93720,86.0
CA,93720,222.0
CA,93720,1066.0
CA,93720,2430.0
CA,93720,11959.0
CA,93720,27591.0
CA,93721,0.0
CA,93721,0.0
CA,93721,0.0
CA,93721,218.0
CA,93721,0.0
CA,93721,778.0
CA,93722,62.0
CA,93722,531.0
CA,93722,1877.0
CA,93722,2400.0
CA,93722,6786.0
CA,93722,8562.0
CA,93723,0.0
CA,93723,58.0
CA,93723,292.0
CA,93723,774.0
CA,93723,2278.0
CA,93723,2399.0
CA,93725,0.0
CA,93725,164.0
CA,93725,220.0
CA,93725,295.0
CA,93725,523.0
CA,93725,1523.0
CA,93726,0.0
CA,93726,145.0
CA,93726,447.0
CA,93726,534.0
CA,93726,994.0
CA,93726,420.0
CA,93727,57.0
CA,93727,426.0
CA,93727,1418.0
CA,93727,2242.0
CA,93727,6223.0
CA,93727,8499.0
CA,93728,0.0
CA,93728,55.0
CA,93728,232.0
CA,93728,316.0
CA,93728,455.0
CA,93728,381.0
CA,93730,0.0
CA,93730,142.0
CA,93730,301.0
CA,93730,982.0
CA,93730,4727.0
CA,93730,37688.0
CA,93901,0.0
CA,93901,164.0
CA,93901,766.0
CA,93901,1238.0
CA,93901,5862.0
CA,93901,7757.0
CA,93905,23.0
CA,93905,235.0
CA,93905,747.0
CA,93905,873.0
CA,93905,2395.0
CA,93905,802.0
CA,93906,36.0
CA,93906,318.0
CA,93906,1355.0
CA,93906,2194.0
CA,93906,7866.0
CA,93906,4057.0
CA,93907,60.0
CA,93907,147.0
CA,93907,526.0
CA,93907,1122.0
CA,93907,6190.0
CA,93907,6434.0
CA,93908,32.0
CA,93908,92.0
CA,93908,310.0
CA,93908,762.0
CA,93908,5626.0
CA,93908,36721.0
CA,93920,0.0
CA,93920,0.0
CA,93920,0.0
CA,93920,0.0
CA,93920,369.0
CA,93920,0.0
CA,93923,61.0
CA,93923,342.0
CA,93923,294.0
CA,93923,567.0
CA,93923,3836.0
CA,93923,49719.0
CA,93924,0.0
CA,93924,116.0
CA,93924,143.0
CA,93924,301.0
CA,93924,2222.0
CA,93924,20317.0
CA,93925,0.0
CA,93925,53.0
CA,93925,0.0
CA,93925,0.0
CA,93925,376.0
CA,93925,0.0
CA,93926,0.0
CA,93926,58.0
CA,93926,151.0
CA,93926,223.0
CA,93926,629.0
CA,93926,995.0
CA,93927,0.0
CA,93927,60.0
CA,93927,257.0
CA,93927,313.0
CA,93927,741.0
CA,93927,1040.0
CA,93930,0.0
CA,93930,111.0
CA,93930,191.0
CA,93930,367.0
CA,93930,1145.0
CA,93930,1770.0
CA,93933,35.0
CA,93933,121.0
CA,93933,482.0
CA,93933,1033.0
CA,93933,5856.0
CA,93933,5663.0
CA,93940,147.0
CA,93940,245.0
CA,93940,987.0
CA,93940,1382.0
CA,93940,7575.0
CA,93940,30284.0
CA,93950,67.0
CA,93950,150.0
CA,93950,266.0
CA,93950,874.0
CA,93950,4336.0
CA,93950,12473.0
CA,93953,88.0
CA,93953,0.0
CA,93953,153.0
CA,93953,294.0
CA,93953,1661.0
CA,93953,45038.0
CA,93955,47.0
CA,93955,227.0
CA,93955,571.0
CA,93955,974.0
CA,93955,4290.0
CA,93955,3608.0
CA,93960,0.0
CA,93960,59.0
CA,93960,348.0
CA,93960,511.0
CA,93960,1792.0
CA,93960,1640.0
CA,94002,66.0
CA,94002,102.0
CA,94002,382.0
CA,94002,863.0
CA,94002,8294.0
CA,94002,114463.0
CA,94005,0.0
CA,94005,67.0
CA,94005,101.0
CA,94005,325.0
CA,94005,1979.0
CA,94005,11771.0
CA,94010,506.0
CA,94010,382.0
CA,94010,1261.0
CA,94010,2072.0
CA,94010,11759.0
CA,94010,636073.0
CA,94014,29.0
CA,94014,399.0
CA,94014,1327.0
CA,94014,2172.0
CA,94014,10573.0
CA,94014,11684.0
CA,94015,135.0
CA,94015,393.0
CA,94015,1544.0
CA,94015,3010.0
CA,94015,17699.0
CA,94015,23161.0
CA,94019,0.0
CA,94019,78.0
CA,94019,266.0
CA,94019,750.0
CA,94019,5453.0
CA,94019,65207.0
CA,94020,0.0
CA,94020,0.0
CA,94020,72.0
CA,94020,0.0
CA,94020,683.0
CA,94020,3072.0
CA,94022,279.0
CA,94022,328.0
CA,94022,585.0
CA,94022,1603.0
CA,94022,5396.0
CA,94022,652907.0
CA,94024,159.0
CA,94024,246.0
CA,94024,391.0
CA,94024,996.0
CA,94024,6304.0
CA,94024,444410.0
CA,94025,399.0
CA,94025,370.0
CA,94025,900.0
CA,94025,1224.0
CA,94025,11193.0
CA,94025,598627.0
CA,94027,129.0
CA,94027,185.0
CA,94027,0.0
CA,94027,269.0
CA,94027,2374.0
CA,94027,612840.0
CA,94028,73.0
CA,94028,0.0
CA,94028,79.0
CA,94028,176.0
CA,94028,2258.0
CA,94028,222605.0
CA,94030,61.0
CA,94030,202.0
CA,94030,535.0
CA,94030,907.0
CA,94030,7722.0
CA,94030,49128.0
CA,94038,0.0
CA,94038,0.0
CA,94038,103.0
CA,94038,137.0
CA,94038,1062.0
CA,94038,4897.0
CA,94040,97.0
CA,94040,118.0
CA,94040,323.0
